-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-8.117188	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	 
-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	 
-5.28125	-5.28125	-5.28125	-5.28125	-5.28125	-5.28125	-5.28125	-5.28125	-7.945312	-7.945312	-7.945312	-7.945312	-7.945312	-7.945312	-7.945312	-7.945312	-7.955078	-7.955078	-7.955078	-7.955078	-7.955078	-7.955078	-7.955078	-7.955078	 
-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	-7.884766	 
-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	-7.960938	 
-10.335938	-10.335938	-10.335938	-10.335938	-10.335938	-10.335938	-10.335938	-10.335938	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	 
-5.146484	-5.146484	-2.46875	-2.46875	-8.023438	-8.023438	-5.345703	-5.345703	-5.146484	-5.146484	-2.46875	-2.46875	-8.023438	-8.023438	-5.345703	-5.345703	-5.146484	-5.146484	-2.46875	-2.46875	-8.023438	-8.023438	-5.345703	-5.345703	 
-5.287109	-5.287109	-2.613281	-2.613281	-7.960938	-7.960938	-5.287109	-5.287109	-5.287109	-5.287109	-2.613281	-2.613281	-7.960938	-7.960938	-5.287109	-5.287109	-5.287109	-5.287109	-2.613281	-2.613281	-7.960938	-7.960938	-5.287109	-5.287109	 
-8.267578	-8.267578	-5.390625	-5.390625	-5.390625	-5.390625	-2.513672	-2.513672	-8.267578	-8.267578	-5.390625	-5.390625	-5.390625	-5.390625	-2.513672	-2.513672	-8.267578	-8.267578	-5.390625	-5.390625	-5.390625	-5.390625	-2.513672	-2.513672	 
-5.1875	-5.1875	-7.761719	-7.761719	-2.613281	-2.613281	-5.1875	-5.1875	-5.1875	-5.1875	-7.761719	-7.761719	-2.613281	-2.613281	-5.1875	-5.1875	-5.1875	-5.1875	-7.761719	-7.761719	-2.613281	-2.613281	-5.1875	-5.1875	 
-8.160156	-8.160156	-5.386719	-5.386719	-5.386719	-5.386719	-2.613281	-2.613281	-8.160156	-8.160156	-5.386719	-5.386719	-5.386719	-5.386719	-2.613281	-2.613281	-8.160156	-8.160156	-5.386719	-5.386719	-5.386719	-5.386719	-2.613281	-2.613281	 
-5.310547	-5.310547	-7.884766	-7.884766	-2.736328	-2.736328	-5.310547	-5.310547	-5.310547	-5.310547	-7.884766	-7.884766	-2.736328	-2.736328	-5.310547	-5.310547	-5.310547	-5.310547	-7.884766	-7.884766	-2.736328	-2.736328	-5.310547	-5.310547	 
-7.960938	-7.960938	-5.287109	-5.287109	-5.287109	-5.287109	-2.613281	-2.613281	-7.960938	-7.960938	-5.287109	-5.287109	-5.287109	-5.287109	-2.613281	-2.613281	-7.960938	-7.960938	-5.287109	-5.287109	-5.287109	-5.287109	-2.613281	-2.613281	 
-5.435547	-5.435547	-8.3125	-8.3125	-2.558594	-2.558594	-5.435547	-5.435547	-5.435547	-5.435547	-8.3125	-8.3125	-2.558594	-2.558594	-5.435547	-5.435547	-5.435547	-5.435547	-8.3125	-8.3125	-2.558594	-2.558594	-5.435547	-5.435547	 
-9.025391	-9.025391	-6.148438	-6.148438	-9.025391	-9.025391	-6.148438	-6.148438	-9.025391	-9.025391	-6.148438	-6.148438	-9.025391	-9.025391	-6.148438	-6.148438	-9.025391	-9.025391	-6.148438	-6.148438	-9.025391	-9.025391	-6.148438	-6.148438	 
-8.160156	-8.160156	-5.386719	-5.386719	-8.160156	-8.160156	-5.386719	-5.386719	-8.160156	-8.160156	-5.386719	-5.386719	-8.160156	-8.160156	-5.386719	-5.386719	-8.160156	-8.160156	-5.386719	-5.386719	-8.160156	-8.160156	-5.386719	-5.386719	 
-6.375	-6.375	-3.800781	-3.800781	-6.375	-6.375	-3.800781	-3.800781	-6.375	-6.375	-3.800781	-3.800781	-6.375	-6.375	-3.800781	-3.800781	-6.375	-6.375	-3.800781	-3.800781	-6.375	-6.375	-3.800781	-3.800781	 
-5.410156	-5.410156	-2.736328	-2.736328	-5.410156	-5.410156	-2.736328	-2.736328	-5.410156	-5.410156	-2.736328	-2.736328	-5.410156	-5.410156	-2.736328	-2.736328	-5.410156	-5.410156	-2.736328	-2.736328	-5.410156	-5.410156	-2.736328	-2.736328	 
-2.613281	-2.613281	-5.386719	-5.386719	-2.613281	-2.613281	-5.386719	-5.386719	-2.613281	-2.613281	-5.386719	-5.386719	-2.613281	-2.613281	-5.386719	-5.386719	-2.613281	-2.613281	-5.386719	-5.386719	-2.613281	-2.613281	-5.386719	-5.386719	 
-2.583984	-2.583984	-5.460938	-5.460938	-2.583984	-2.583984	-5.460938	-5.460938	-2.583984	-2.583984	-5.460938	-5.460938	-2.583984	-2.583984	-5.460938	-5.460938	-2.583984	-2.583984	-5.460938	-5.460938	-2.583984	-2.583984	-5.460938	-5.460938	 
-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	 
-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	-5.986328	-3.109375	 
-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	-5.472656	-2.595703	 
-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	-5.435547	-2.558594	 
-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	-5.519531	-2.642578	 
-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	-5.580078	-2.703125	 
-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	-2.632812	-5.105469	 
-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	-5.339844	-2.566406	 
-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	-5.533203	-2.65625	 
																								
																								
																								
-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	-5.542969	 
-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-2.591797	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	-5.46875	 
-10.619141	-10.619141	-10.619141	-10.619141	-10.619141	-10.619141	-10.619141	-10.619141	-2.607422	-2.607422	-2.607422	-2.607422	-2.607422	-2.607422	-2.607422	-2.607422	-5.271484	-5.271484	-5.271484	-5.271484	-5.271484	-5.271484	-5.271484	-5.271484	 
-10.458984	-10.458984	-10.458984	-10.458984	-10.458984	-10.458984	-10.458984	-10.458984	-2.736328	-2.736328	-2.736328	-2.736328	-2.736328	-2.736328	-2.736328	-2.736328	-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	-5.310547	 
-5.287109	-5.287109	-5.287109	-5.287109	-5.287109	-5.287109	-5.287109	-5.287109	-13.308594	-13.308594	-13.308594	-13.308594	-13.308594	-13.308594	-13.308594	-13.308594	-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	-10.634766	 
-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-7.761719	-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	-5.1875	 
-5.146484	-5.146484	-2.46875	-2.46875	-8.023438	-8.023438	-5.345703	-5.345703	-5.146484	-5.146484	-2.46875	-2.46875	-8.023438	-8.023438	-5.345703	-5.345703	-5.146484	-5.146484	-2.46875	-2.46875	-8.023438	-8.023438	-5.345703	-5.345703	 
